country,year,amount,gas
Luxembourg,2005,12130.91,CO2 without lulucf
Luxembourg,2004,11871.11,CO2 without lulucf
Luxembourg,2003,10443.38,CO2 without lulucf
Luxembourg,2002,10068.14,CO2 without lulucf
Luxembourg,2001,9311.92,CO2 without lulucf
Luxembourg,2000,8798.18,CO2 without lulucf
Luxembourg,1999,7986.16,CO2 without lulucf
Luxembourg,1998,7619.36,CO2 without lulucf
Luxembourg,1997,8530.75,CO2 without lulucf
Luxembourg,1996,9217.19,CO2 without lulucf
Luxembourg,1995,9155.85,CO2 without lulucf
Luxembourg,1994,11560.57,CO2 without lulucf
Luxembourg,1993,12375.51,CO2 without lulucf
Luxembourg,1992,12253.57,CO2 without lulucf
Luxembourg,1991,12467.51,CO2 without lulucf
Luxembourg,1990,11944.01,CO2 without lulucf
Malta,2014,2483.54,CO2 without lulucf
Malta,2013,2476.07,CO2 without lulucf
Malta,2012,2868.64,CO2 without lulucf
Malta,2011,2785.9,CO2 without lulucf
Malta,2010,2690.52,CO2 without lulucf
Malta,2009,2684.52,CO2 without lulucf
Malta,2008,2822.41,CO2 without lulucf
Malta,2007,2831.64,CO2 without lulucf
Malta,2006,2776.31,CO2 without lulucf
Malta,2005,2736.31,CO2 without lulucf
Malta,2004,2604.74,CO2 without lulucf
Malta,2003,2666.13,CO2 without lulucf
Malta,2002,2464.21,CO2 without lulucf
Malta,2001,2550.6,CO2 without lulucf
Malta,2000,2414.28,CO2 without lulucf
Malta,1999,2418.56,CO2 without lulucf
Malta,1998,2338.06,CO2 without lulucf
Malta,1997,2331.95,CO2 without lulucf
Malta,1996,2329.18,CO2 without lulucf
Malta,1995,2313.22,CO2 without lulucf
Malta,1994,2302.77,CO2 without lulucf
Malta,1993,2252.06,CO2 without lulucf
Malta,1992,2174.63,CO2 without lulucf
Malta,1991,2041.25,CO2 without lulucf
Malta,1990,1860.47,CO2 without lulucf
Monaco,2013,74.43,CO2 without lulucf
Monaco,2012,75.17,CO2 without lulucf
Monaco,2011,71.88,CO2 without lulucf
Monaco,2010,75.47,CO2 without lulucf
Monaco,2009,77.77,CO2 without lulucf
Monaco,2008,81.38,CO2 without lulucf
Monaco,2007,82.72,CO2 without lulucf
Monaco,2006,82.12,CO2 without lulucf
Monaco,2005,88.75,CO2 without lulucf
Monaco,2004,90.2,CO2 without lulucf
Monaco,2003,95.3,CO2 without lulucf
Monaco,2002,98.16,CO2 without lulucf
Monaco,2001,98.55,CO2 without lulucf
Monaco,2000,98.32,CO2 without lulucf
Monaco,1999,100.66,CO2 without lulucf
Monaco,1998,99.82,CO2 without lulucf
Monaco,1997,101.08,CO2 without lulucf
Monaco,1996,102.32,CO2 without lulucf
Monaco,1995,98.99,CO2 without lulucf
Monaco,1994,101.87,CO2 without lulucf
Monaco,1993,100.88,CO2 without lulucf
Monaco,1992,101.74,CO2 without lulucf
Monaco,1991,96.15,CO2 without lulucf
Monaco,1990,95.39,CO2 without lulucf
Netherlands,2014,157789.58,CO2 without lulucf
Netherlands,2013,165475.88,CO2 without lulucf
Netherlands,2012,165665.02,CO2 without lulucf
Netherlands,2011,169792.14,CO2 without lulucf
Netherlands,2010,182529.79,CO2 without lulucf
Netherlands,2009,170796.16,CO2 without lulucf
Netherlands,2008,176174.42,CO2 without lulucf
Netherlands,2007,173178.42,CO2 without lulucf
Netherlands,2006,172772.89,CO2 without lulucf
Netherlands,2005,177540.47,CO2 without lulucf
Netherlands,2004,181546.26,CO2 without lulucf
Netherlands,2003,179867.89,CO2 without lulucf
Netherlands,2002,176462.4,CO2 without lulucf
Netherlands,2001,177037.4,CO2 without lulucf
Netherlands,2000,172059.81,CO2 without lulucf
Netherlands,1999,171228.11,CO2 without lulucf
Netherlands,1998,176617.17,CO2 without lulucf
Netherlands,1997,175487.97,CO2 without lulucf
Netherlands,1996,182573.58,CO2 without lulucf
Netherlands,1995,173196.3,CO2 without lulucf
Netherlands,1994,175008.7,CO2 without lulucf
Netherlands,1993,171497.89,CO2 without lulucf
Netherlands,1992,170975.24,CO2 without lulucf
Netherlands,1991,171081.47,CO2 without lulucf
Netherlands,1990,162497.56,CO2 without lulucf
New Zealand,2014,35616.99,CO2 without lulucf
New Zealand,2013,35094.29,CO2 without lulucf
New Zealand,2012,35621.03,CO2 without lulucf
New Zealand,2011,34366.58,CO2 without lulucf
New Zealand,2010,35017.24,CO2 without lulucf
New Zealand,2009,34806.4,CO2 without lulucf
New Zealand,2008,37674.05,CO2 without lulucf
New Zealand,2007,36651.37,CO2 without lulucf
New Zealand,2006,37519.1,CO2 without lulucf
New Zealand,2005,37645.43,CO2 without lulucf
New Zealand,2004,36063.66,CO2 without lulucf
New Zealand,2003,36497.17,CO2 without lulucf
New Zealand,2002,34768.28,CO2 without lulucf
New Zealand,2001,34581.72,CO2 without lulucf
New Zealand,2000,32355.96,CO2 without lulucf
New Zealand,1999,31523.19,CO2 without lulucf
New Zealand,1998,29927.5,CO2 without lulucf
New Zealand,1997,31363.45,CO2 without lulucf
New Zealand,1996,29368.26,CO2 without lulucf
New Zealand,1995,28143.46,CO2 without lulucf
New Zealand,1994,27879.06,CO2 without lulucf
New Zealand,1993,27697.23,CO2 without lulucf
New Zealand,1992,28099.7,CO2 without lulucf
New Zealand,1991,26108.06,CO2 without lulucf
New Zealand,1990,25419.77,CO2 without lulucf
Norway,2014,43869.45,CO2 without lulucf
Norway,2013,44309.06,CO2 without lulucf
Norway,2012,44553.97,CO2 without lulucf
Norway,2011,44946.87,CO2 without lulucf
Norway,2010,45833.89,CO2 without lulucf
Norway,2009,43212.09,CO2 without lulucf
Norway,2008,44893.09,CO2 without lulucf
Norway,2007,45842.81,CO2 without lulucf
Norway,2006,43913.74,CO2 without lulucf
Norway,2005,43548.23,CO2 without lulucf
Norway,2004,44320.0,CO2 without lulucf
Norway,2003,43906.71,CO2 without lulucf
Norway,2002,42655.87,CO2 without lulucf
Norway,2001,43530.35,CO2 without lulucf
Norway,2000,42194.62,CO2 without lulucf
Norway,1999,42691.76,CO2 without lulucf
Norway,1998,41939.04,CO2 without lulucf
Norway,1997,41683.13,CO2 without lulucf
Norway,1996,41586.71,CO2 without lulucf
Norway,1995,38464.91,CO2 without lulucf
Norway,1994,38434.77,CO2 without lulucf
Norway,1993,36520.78,CO2 without lulucf
Norway,1992,34833.25,CO2 without lulucf
Norway,1991,34070.98,CO2 without lulucf
Norway,1990,35694.82,CO2 without lulucf
Poland,2014,310307.3,CO2 without lulucf
Poland,2013,322440.49,CO2 without lulucf
Poland,2012,326597.79,CO2 without lulucf
Poland,2011,333713.65,CO2 without lulucf
Poland,2010,334026.15,CO2 without lulucf
Poland,2009,315937.97,CO2 without lulucf
Poland,2008,329338.17,CO2 without lulucf
Poland,2007,336268.11,CO2 without lulucf
Poland,2006,336500.58,CO2 without lulucf
Poland,2005,323372.58,CO2 without lulucf
Poland,2004,324279.45,CO2 without lulucf
Poland,2003,320230.17,CO2 without lulucf
Poland,2002,307535.64,CO2 without lulucf
Poland,2001,315274.09,CO2 without lulucf
Poland,2000,319120.41,CO2 without lulucf
Poland,1999,329380.9,CO2 without lulucf
Poland,1998,339145.83,CO2 without lulucf
Poland,1997,368415.85,CO2 without lulucf
Poland,1996,377308.6,CO2 without lulucf
Poland,1995,363885.78,CO2 without lulucf
Poland,1994,362012.96,CO2 without lulucf
Poland,1993,366427.66,CO2 without lulucf
Poland,1992,365865.16,CO2 without lulucf
Poland,1991,375684.16,CO2 without lulucf
Poland,1990,378782.54,CO2 without lulucf
Portugal,2014,48353.69,CO2 without lulucf
Portugal,2013,48495.55,CO2 without lulucf
Portugal,2012,50262.42,CO2 without lulucf
Portugal,2011,52150.65,CO2 without lulucf
Portugal,2010,53583.89,CO2 without lulucf
Portugal,2009,58004.2,CO2 without lulucf
Portugal,2008,60550.04,CO2 without lulucf
Portugal,2007,62791.15,CO2 without lulucf
Portugal,2006,65465.42,CO2 without lulucf
Portugal,2005,70034.53,CO2 without lulucf
Portugal,2004,67458.16,CO2 without lulucf
Portugal,2003,64697.3,CO2 without lulucf
Portugal,2002,69954.49,CO2 without lulucf
Portugal,2001,66113.76,CO2 without lulucf
Portugal,2000,66411.33,CO2 without lulucf
Portugal,1999,67612.81,CO2 without lulucf
Portugal,1998,59976.21,CO2 without lulucf
Portugal,1997,55454.21,CO2 without lulucf
Portugal,1996,52348.47,CO2 without lulucf
Portugal,1995,55134.33,CO2 without lulucf
Portugal,1994,51303.2,CO2 without lulucf
Portugal,1993,50502.12,CO2 without lulucf
Portugal,1992,51850.57,CO2 without lulucf
Portugal,1991,47406.84,CO2 without lulucf
Portugal,1990,45809.07,CO2 without lulucf
Romania,2014,74046.47,CO2 without lulucf
Romania,2013,74083.36,CO2 without lulucf
Romania,2012,84661.23,CO2 without lulucf
Romania,2011,86163.63,CO2 without lulucf
Romania,2010,80795.77,CO2 without lulucf
Romania,2009,85288.29,CO2 without lulucf
Romania,2008,101035.42,CO2 without lulucf
Romania,2007,104540.35,CO2 without lulucf
Romania,2006,106175.99,CO2 without lulucf
Romania,2005,102414.25,CO2 without lulucf
Romania,2004,104575.08,CO2 without lulucf
Romania,2003,105737.48,CO2 without lulucf
Romania,2002,100655.31,CO2 without lulucf
Romania,2001,100377.99,CO2 without lulucf
Romania,2000,95190.9,CO2 without lulucf
Romania,1999,90443.35,CO2 without lulucf
Romania,1998,106813.98,CO2 without lulucf
Romania,1997,123515.85,CO2 without lulucf
Romania,1996,131939.69,CO2 without lulucf
Romania,1995,128587.0,CO2 without lulucf
Romania,1994,122610.78,CO2 without lulucf
Romania,1993,124819.1,CO2 without lulucf
Romania,1992,132732.91,CO2 without lulucf
Romania,1991,143586.61,CO2 without lulucf
Romania,1990,174731.89,CO2 without lulucf
Russian Federation,2014,1671568.65,CO2 without lulucf
Russian Federation,2013,1666644.42,CO2 without lulucf
Russian Federation,2012,1727489.1,CO2 without lulucf
Russian Federation,2011,1717221.95,CO2 without lulucf
Russian Federation,2010,1662592.26,CO2 without lulucf
Russian Federation,2009,1576703.97,CO2 without lulucf
Russian Federation,2008,1684999.82,CO2 without lulucf
Russian Federation,2007,1653139.06,CO2 without lulucf
Russian Federation,2006,1653289.19,CO2 without lulucf
Russian Federation,2005,1593933.34,CO2 without lulucf
Russian Federation,2004,1575180.86,CO2 without lulucf
Russian Federation,2003,1568510.14,CO2 without lulucf
Russian Federation,2002,1531200.21,CO2 without lulucf
Russian Federation,2001,1542500.06,CO2 without lulucf
Russian Federation,2000,1504182.73,CO2 without lulucf
Russian Federation,1999,1512651.93,CO2 without lulucf
Russian Federation,1998,1476588.93,CO2 without lulucf
Russian Federation,1997,1502079.87,CO2 without lulucf
Russian Federation,1996,1581293.22,CO2 without lulucf
Russian Federation,1995,1629496.3,CO2 without lulucf
Russian Federation,1994,1685494.55,CO2 without lulucf
Russian Federation,1993,1909577.84,CO2 without lulucf
Russian Federation,1992,2013175.48,CO2 without lulucf
Russian Federation,1991,2433187.65,CO2 without lulucf
Russian Federation,1990,2589725.31,CO2 without lulucf
Slovakia,2014,33387.43,CO2 without lulucf
Slovakia,2013,35395.15,CO2 without lulucf
Slovakia,2012,35867.9,CO2 without lulucf
Slovakia,2011,37880.85,CO2 without lulucf
Slovakia,2010,38385.94,CO2 without lulucf
Slovakia,2009,37433.43,CO2 without lulucf
Slovakia,2008,41236.32,CO2 without lulucf
Slovakia,2007,40725.3,CO2 without lulucf
Slovakia,2006,42320.48,CO2 without lulucf
Slovakia,2005,42581.02,CO2 without lulucf
Slovakia,2004,42576.96,CO2 without lulucf
Slovakia,2003,42060.55,CO2 without lulucf
Slovakia,2002,41593.53,CO2 without lulucf
Slovakia,2001,43468.09,CO2 without lulucf
Slovakia,2000,41155.01,CO2 without lulucf
Slovakia,1999,43181.31,CO2 without lulucf
Slovakia,1998,44016.99,CO2 without lulucf
Slovakia,1997,45040.27,CO2 without lulucf
Slovakia,1996,44978.91,CO2 without lulucf
Slovakia,1995,44679.54,CO2 without lulucf
Slovakia,1994,43638.49,CO2 without lulucf
Slovakia,1993,46467.55,CO2 without lulucf
Slovakia,1992,48979.13,CO2 without lulucf
Slovakia,1991,53447.44,CO2 without lulucf
Slovakia,1990,61837.57,CO2 without lulucf
Slovenia,2014,13489.98,CO2 without lulucf
Slovenia,2013,15148.73,CO2 without lulucf
Slovenia,2012,15800.19,CO2 without lulucf
Slovenia,2011,16348.24,CO2 without lulucf
Slovenia,2010,16363.43,CO2 without lulucf
Slovenia,2009,16328.21,CO2 without lulucf
Slovenia,2008,18219.73,CO2 without lulucf
Slovenia,2007,17272.38,CO2 without lulucf
Slovenia,2006,17129.8,CO2 without lulucf
Slovenia,2005,16938.32,CO2 without lulucf
Slovenia,2004,16639.17,CO2 without lulucf
Slovenia,2003,16289.39,CO2 without lulucf
Slovenia,2002,16526.31,CO2 without lulucf
Slovenia,2001,16384.76,CO2 without lulucf
Slovenia,2000,15460.15,CO2 without lulucf
Slovenia,1999,15353.07,CO2 without lulucf
Slovenia,1998,15980.48,CO2 without lulucf
Slovenia,1997,16275.56,CO2 without lulucf
Slovenia,1996,15945.18,CO2 without lulucf
Slovenia,1995,15277.74,CO2 without lulucf
Slovenia,1994,14648.73,CO2 without lulucf
Slovenia,1993,14303.99,CO2 without lulucf
Slovenia,1992,14009.4,CO2 without lulucf
Slovenia,1991,14007.28,CO2 without lulucf
Slovenia,1990,15088.31,CO2 without lulucf
Spain,2014,253466.92,CO2 without lulucf
Spain,2013,252259.69,CO2 without lulucf
Spain,2012,279830.31,CO2 without lulucf
Spain,2011,283918.68,CO2 without lulucf
Spain,2010,283581.4,CO2 without lulucf
Spain,2009,296617.99,CO2 without lulucf
Spain,2008,335994.8,CO2 without lulucf
Spain,2007,367292.28,CO2 without lulucf
Spain,2006,360063.34,CO2 without lulucf
Spain,2005,368745.07,CO2 without lulucf
Spain,2004,353472.61,CO2 without lulucf
Spain,2003,336672.42,CO2 without lulucf
Spain,2002,332200.84,CO2 without lulucf
Spain,2001,312395.4,CO2 without lulucf
Spain,2000,311599.72,CO2 without lulucf
Spain,1999,298531.03,CO2 without lulucf
Spain,1998,274911.1,CO2 without lulucf
Spain,1997,266391.93,CO2 without lulucf
Spain,1996,253708.87,CO2 without lulucf
Spain,1995,265725.35,CO2 without lulucf
Spain,1994,252389.35,CO2 without lulucf
Spain,1993,239938.29,CO2 without lulucf
Spain,1992,248407.16,CO2 without lulucf
Spain,1991,239725.18,CO2 without lulucf
Spain,1990,230154.96,CO2 without lulucf
Sweden,2014,43404.9,CO2 without lulucf
Sweden,2013,44899.15,CO2 without lulucf
Sweden,2012,46559.64,CO2 without lulucf
Sweden,2011,49133.59,CO2 without lulucf
Sweden,2010,53057.73,CO2 without lulucf
Sweden,2009,47267.45,CO2 without lulucf
Sweden,2008,50831.58,CO2 without lulucf
Sweden,2007,52911.73,CO2 without lulucf
Sweden,2006,53697.66,CO2 without lulucf
Sweden,2005,53859.21,CO2 without lulucf
Sweden,2004,56428.8,CO2 without lulucf
Sweden,2003,57203.6,CO2 without lulucf
Sweden,2002,56631.9,CO2 without lulucf
Sweden,2001,55686.75,CO2 without lulucf
Sweden,2000,54730.42,CO2 without lulucf
Sweden,1999,55861.22,CO2 without lulucf
Sweden,1998,58733.41,CO2 without lulucf
Sweden,1997,58154.53,CO2 without lulucf
Sweden,1996,63238.79,CO2 without lulucf
Sweden,1995,59318.67,CO2 without lulucf
Sweden,1994,59877.0,CO2 without lulucf
Sweden,1993,57425.95,CO2 without lulucf
Sweden,1992,57482.06,CO2 without lulucf
Sweden,1991,57755.63,CO2 without lulucf
Sweden,1990,57546.54,CO2 without lulucf
Switzerland,2014,39265.05,CO2 without lulucf
Switzerland,2013,43181.66,CO2 without lulucf
Switzerland,2012,42241.55,CO2 without lulucf
Switzerland,2011,40973.15,CO2 without lulucf
Switzerland,2010,45027.06,CO2 without lulucf
Switzerland,2009,43509.09,CO2 without lulucf
Switzerland,2008,44676.94,CO2 without lulucf
Switzerland,2007,43360.39,CO2 without lulucf
Switzerland,2006,45351.17,CO2 without lulucf
Switzerland,2005,45778.09,CO2 without lulucf
Switzerland,2004,45149.67,CO2 without lulucf
Switzerland,2003,44587.98,CO2 without lulucf
Switzerland,2002,43373.99,CO2 without lulucf
Switzerland,2001,45002.28,CO2 without lulucf
Switzerland,2000,43545.96,CO2 without lulucf
Switzerland,1999,44354.54,CO2 without lulucf
Switzerland,1998,44522.37,CO2 without lulucf
Switzerland,1997,42971.62,CO2 without lulucf
Switzerland,1996,44088.33,CO2 without lulucf
Switzerland,1995,43368.46,CO2 without lulucf
Switzerland,1994,42613.3,CO2 without lulucf
Switzerland,1993,43556.28,CO2 without lulucf
Switzerland,1992,45974.7,CO2 without lulucf
Switzerland,1991,46144.81,CO2 without lulucf
Switzerland,1990,44115.53,CO2 without lulucf
Turkey,2014,382213.4,CO2 without lulucf
Turkey,2013,354961.04,CO2 without lulucf
Turkey,2012,363126.01,CO2 without lulucf
Turkey,2011,338094.41,CO2 without lulucf
Turkey,2010,320356.66,CO2 without lulucf
Turkey,2009,310580.7,CO2 without lulucf
Turkey,2008,323536.55,CO2 without lulucf
Turkey,2007,333166.42,CO2 without lulucf
Turkey,2006,302195.95,CO2 without lulucf
Turkey,2005,279130.74,CO2 without lulucf
Turkey,2004,253172.08,CO2 without lulucf
Turkey,2003,240902.46,CO2 without lulucf
Turkey,2002,226365.41,CO2 without lulucf
Turkey,2001,217469.5,CO2 without lulucf
Turkey,2000,232549.19,CO2 without lulucf
Turkey,1999,206388.62,CO2 without lulucf
Turkey,1998,208365.34,CO2 without lulucf
Turkey,1997,208480.07,CO2 without lulucf
Turkey,1996,194751.78,CO2 without lulucf
Turkey,1995,178812.41,CO2 without lulucf
Turkey,1994,164623.55,CO2 without lulucf
Turkey,1993,167443.15,CO2 without lulucf
Turkey,1992,158571.55,CO2 without lulucf
Turkey,1991,152335.17,CO2 without lulucf
Turkey,1990,146750.64,CO2 without lulucf
Ukraine,2014,247561.22,CO2 without lulucf
Ukraine,2013,287436.4,CO2 without lulucf
Ukraine,2012,295706.06,CO2 without lulucf
Ukraine,2011,301273.5,CO2 without lulucf
Ukraine,2010,287113.61,CO2 without lulucf
Ukraine,2009,269598.42,CO2 without lulucf
Ukraine,2008,317063.84,CO2 without lulucf
Ukraine,2007,330087.25,CO2 without lulucf
Ukraine,2006,325586.62,CO2 without lulucf
Ukraine,2005,307341.48,CO2 without lulucf
Ukraine,2004,296753.73,CO2 without lulucf
Ukraine,2003,285720.48,CO2 without lulucf
Ukraine,2002,281939.35,CO2 without lulucf
Ukraine,2001,290774.71,CO2 without lulucf
Ukraine,2000,271429.77,CO2 without lulucf
Ukraine,1999,284109.57,CO2 without lulucf
Ukraine,1998,309207.66,CO2 without lulucf
Ukraine,1997,334208.7,CO2 without lulucf
Ukraine,1996,344347.19,CO2 without lulucf
Ukraine,1995,380871.28,CO2 without lulucf
Ukraine,1994,409721.67,CO2 without lulucf
Ukraine,1993,498504.84,CO2 without lulucf
Ukraine,1992,577064.26,CO2 without lulucf
Ukraine,1991,621305.24,CO2 without lulucf
Ukraine,1990,693024.77,CO2 without lulucf
United Kingdom,2014,434794.56,CO2 without lulucf
United Kingdom,2013,475832.05,CO2 without lulucf
United Kingdom,2012,484388.09,CO2 without lulucf
United Kingdom,2011,464885.75,CO2 without lulucf
United Kingdom,2010,507595.71,CO2 without lulucf
United Kingdom,2009,489012.5,CO2 without lulucf
United Kingdom,2008,539916.16,CO2 without lulucf
United Kingdom,2007,553719.94,CO2 without lulucf
United Kingdom,2006,562083.09,CO2 without lulucf
United Kingdom,2005,563783.54,CO2 without lulucf
United Kingdom,2004,566598.16,CO2 without lulucf
United Kingdom,2003,565475.52,CO2 without lulucf
United Kingdom,2002,554227.64,CO2 without lulucf
United Kingdom,2001,570697.03,CO2 without lulucf
United Kingdom,2000,561280.87,CO2 without lulucf
United Kingdom,1999,553827.55,CO2 without lulucf
United Kingdom,1998,561253.72,CO2 without lulucf
United Kingdom,1997,557608.78,CO2 without lulucf
United Kingdom,1996,582752.78,CO2 without lulucf
United Kingdom,1995,561202.95,CO2 without lulucf
United Kingdom,1994,569458.36,CO2 without lulucf
United Kingdom,1993,574764.75,CO2 without lulucf
United Kingdom,1992,589306.02,CO2 without lulucf
United Kingdom,1991,604652.9,CO2 without lulucf
United Kingdom,1990,596398.47,CO2 without lulucf
United States of America,2014,5556006.58,CO2 without lulucf
United States of America,2013,5502550.71,CO2 without lulucf
United States of America,2012,5349220.95,CO2 without lulucf
United States of America,2011,5559507.66,CO2 without lulucf
United States of America,2010,5688756.01,CO2 without lulucf
United States of America,2009,5488320.28,CO2 without lulucf
United States of America,2008,5923201.38,CO2 without lulucf
United States of America,2007,6121653.86,CO2 without lulucf
United States of America,2006,6042393.61,CO2 without lulucf
United States of America,2005,6122746.61,CO2 without lulucf
United States of America,2004,6096978.36,CO2 without lulucf
United States of America,2003,5982289.17,CO2 without lulucf
